Crop,Nitrogen_N,Phosphorus_P,Potassium_K,pH,Rainfall_mm,Temperature_C,Humidity_percent,Land_Size_hectares,Scheme
Banana,112.6,77.1,53.8,6.4,95.4,26.6,75.2,1.24,Kisan Credit Card
Rice,62.5,53.9,35.0,7.2,214.8,20.6,84.7,1.64,Fasal Bima Yojana
Mothbeans,34.9,36.9,20.2,7.6,49.9,30.4,57.4,1.16,PM-Kisan
Blackgram,41.9,70.1,21.7,6.8,68.1,25.4,60.4,2.09,Soil Health Card
Blackgram,48.2,65.7,15.6,6.8,62.6,29.9,64.9,2.87,None
Orange,24.3,24.5,11.9,6.2,109.2,18.5,91.9,5.92,Kisan Credit Card
Pigeonpeas,30.5,61.8,20.4,6.3,143.3,25.0,53.9,6.96,None
Blackgram,59.5,65.0,18.5,7.4,71.1,27.8,63.1,1.38,Fasal Bima Yojana
Mango,21.2,17.7,25.8,4.9,86.7,31.4,53.6,2.06,None
Pomegranate,23.6,25.1,38.5,6.0,108.0,24.1,87.8,2.99,Paramparagat Krishi
Jute,61.8,54.2,37.1,6.1,196.3,23.0,79.5,2.98,Fasal Bima Yojana
Cotton,128.2,40.8,19.5,6.2,77.6,26.0,54.8,3.78,Kisan Credit Card
Chickpea,23.8,69.5,82.9,7.1,82.0,20.0,21.1,5.02,Soil Health Card
Cotton,123.2,60.0,22.4,7.6,87.9,22.9,55.7,0.48,Soil Health Card
Muskmelon,81.5,22.0,53.8,6.3,22.2,27.4,89.8,5.11,Fasal Bima Yojana
Apple,30.8,133.4,200.6,5.7,103.4,23.7,93.4,2.34,PM-Kisan
Pigeonpeas,30.0,69.1,16.2,6.0,120.0,26.3,59.4,2.26,PM-Kisan
Mothbeans,33.7,54.9,20.7,7.3,44.2,30.4,53.2,1.78,Soil Health Card
Grapes,34.1,121.8,199.6,5.6,69.7,29.8,81.6,5.0,Paramparagat Krishi
Mango,27.1,26.4,27.8,5.6,86.5,29.2,51.5,1.73,Soil Health Card
Banana,80.6,70.2,45.7,6.2,114.6,27.0,77.9,0.87,Fasal Bima Yojana
Coffee,81.0,21.4,33.0,6.2,119.0,24.0,67.8,1.4,PM-Kisan
Muskmelon,117.3,28.9,45.1,6.8,20.2,29.6,95.0,2.14,Paramparagat Krishi
Mango,28.2,38.3,27.2,5.2,87.6,31.5,53.1,3.85,State Subsidy A
Chickpea,34.2,59.2,81.1,6.2,89.5,18.8,15.4,1.82,Kisan Credit Card
Orange,24.6,22.1,5.0,7.3,110.6,32.0,92.5,2.39,Paramparagat Krishi
Apple,34.7,136.9,199.0,5.7,105.7,22.1,93.8,0.44,PM-Kisan
Rice,64.6,51.8,35.3,7.2,210.3,25.2,92.5,3.71,None
Orange,26.7,18.0,7.7,6.4,106.4,34.4,90.9,0.86,PM-Kisan
Orange,17.7,24.4,12.8,6.8,110.6,22.8,92.2,0.39,Fasal Bima Yojana
Coffee,109.7,22.3,27.3,6.7,111.1,23.6,55.8,4.77,Kisan Credit Card
Blackgram,43.1,67.8,20.7,6.8,65.6,28.3,60.3,1.74,Kisan Credit Card
Grapes,26.2,140.5,202.4,6.4,66.4,31.3,79.3,2.01,Fasal Bima Yojana
Pigeonpeas,28.1,73.6,21.4,5.9,117.2,20.1,41.2,2.21,None
Rice,66.7,38.6,38.0,6.4,268.5,25.1,86.4,1.81,PM-Kisan
Mungbean,35.1,48.3,19.3,7.0,51.6,29.1,89.1,4.46,Fasal Bima Yojana
Muskmelon,115.7,29.3,51.2,6.0,29.8,29.8,93.7,2.94,Fasal Bima Yojana
Mango,37.6,22.0,30.7,5.7,97.3,28.4,51.5,1.16,PM-Kisan
Watermelon,105.2,26.5,54.8,6.7,45.2,25.8,83.7,1.52,Soil Health Card
Maize,75.7,52.5,16.6,6.4,74.1,21.2,56.1,3.86,State Subsidy A
Orange,26.9,23.0,6.7,6.5,108.3,24.7,90.4,4.83,State Subsidy A
Watermelon,86.9,16.5,50.2,6.3,41.5,25.5,80.9,1.62,Kisan Credit Card
Mungbean,22.4,56.8,17.3,6.7,54.6,29.7,80.3,1.61,Paramparagat Krishi
Mango,26.0,38.3,29.4,4.7,97.3,33.3,54.1,3.81,State Subsidy A
Coffee,88.1,17.1,33.3,6.4,191.1,24.1,62.2,1.96,PM-Kisan
Chickpea,27.9,56.7,82.5,6.7,66.7,21.9,20.1,3.04,None
Lentil,21.0,70.8,22.2,6.6,40.9,28.0,60.7,1.1,PM-Kisan
Mango,23.7,16.3,33.0,6.6,89.5,30.7,54.2,2.1,Fasal Bima Yojana
Coconut,34.3,24.9,28.5,6.1,157.3,27.5,92.7,2.25,Fasal Bima Yojana
Papaya,31.7,45.0,50.3,6.6,239.2,24.9,91.4,0.72,PM-Kisan
Muskmelon,114.3,15.2,45.2,6.2,29.1,27.7,92.5,1.08,PM-Kisan
Pomegranate,39.0,18.4,44.5,7.0,115.6,20.1,93.6,3.67,Kisan Credit Card
Banana,115.3,72.5,51.0,6.2,102.9,26.8,82.2,1.9,Soil Health Card
Pomegranate,33.5,25.0,36.2,7.0,110.3,24.8,85.9,2.62,Soil Health Card
Mothbeans,17.7,57.9,19.3,6.7,54.2,30.1,46.8,5.03,Soil Health Card
Pigeonpeas,24.8,74.2,16.4,5.7,137.3,25.6,44.4,2.14,Kisan Credit Card
Pomegranate,31.6,25.1,44.8,7.0,113.7,19.5,87.9,3.45,Soil Health Card
Pigeonpeas,39.0,56.5,20.0,5.6,123.7,20.7,42.1,2.49,PM-Kisan
Papaya,43.0,62.2,53.6,7.0,220.8,34.2,92.6,1.33,PM-Kisan
Orange,23.2,25.9,7.9,6.5,116.2,12.2,93.1,1.52,Kisan Credit Card
Apple,36.2,134.1,197.3,5.6,122.3,23.0,90.1,1.28,Soil Health Card
Muskmelon,102.3,23.7,49.5,6.6,27.7,27.5,90.1,3.98,Fasal Bima Yojana
Pomegranate,17.4,15.3,44.2,6.3,117.7,23.2,90.1,2.13,State Subsidy A
Rice,89.8,53.1,44.5,6.2,212.8,20.8,88.0,2.86,PM-Kisan
Rice,86.2,53.0,41.1,6.3,216.7,22.0,82.5,4.81,Paramparagat Krishi
Muskmelon,102.8,17.9,51.0,6.2,20.0,29.2,92.3,1.42,Kisan Credit Card
Pomegranate,18.4,23.8,39.8,6.9,103.6,20.2,93.6,1.13,Kisan Credit Card
Pomegranate,19.7,27.2,42.8,6.7,103.4,24.7,92.8,1.54,Kisan Credit Card
Pigeonpeas,26.0,76.6,19.7,5.7,152.5,25.6,43.0,2.96,None
Kidneybeans,37.8,71.9,21.5,5.9,127.8,19.8,25.9,0.75,Paramparagat Krishi
Watermelon,90.5,27.4,53.9,6.7,58.8,24.6,84.6,2.86,State Subsidy A
Apple,29.6,141.6,203.3,6.0,114.8,21.2,92.2,2.88,State Subsidy A
Pomegranate,31.4,23.5,42.3,6.0,107.8,23.6,93.3,6.79,None
Pomegranate,23.1,27.5,39.2,5.8,110.7,20.0,93.6,0.44,Kisan Credit Card
Apple,18.2,134.7,201.8,5.7,110.9,23.5,91.6,1.09,PM-Kisan
Muskmelon,96.3,16.4,51.8,6.2,27.0,28.2,88.2,4.57,State Subsidy A
Grapes,19.1,129.5,200.6,5.8,70.1,24.1,82.2,3.33,Kisan Credit Card
Mothbeans,19.6,57.4,20.8,6.0,64.5,25.4,48.5,1.19,PM-Kisan
Blackgram,44.2,65.5,20.7,7.0,71.3,28.1,62.0,2.2,Fasal Bima Yojana
Coffee,92.1,29.0,26.9,6.9,159.4,25.9,67.0,0.29,Fasal Bima Yojana
Watermelon,111.8,15.2,45.3,6.9,48.9,26.7,88.2,1.44,Fasal Bima Yojana
Papaya,55.9,65.2,48.9,6.6,148.4,28.0,91.8,4.24,Paramparagat Krishi
Cotton,123.2,41.1,21.3,7.5,75.1,24.1,62.2,2.0,Fasal Bima Yojana
Coconut,38.5,20.0,26.5,5.8,135.4,28.2,92.4,0.95,Kisan Credit Card
Pomegranate,17.8,25.1,42.1,6.1,117.3,23.6,90.5,3.0,Kisan Credit Card
Blackgram,44.1,57.9,24.0,6.7,68.8,25.8,65.4,5.67,State Subsidy A
Mothbeans,15.9,37.5,17.4,6.9,54.1,29.4,44.0,4.21,Paramparagat Krishi
Kidneybeans,28.2,78.5,16.5,5.7,115.2,16.3,23.7,1.92,State Subsidy A
Maize,72.9,50.5,20.0,6.3,81.3,22.9,65.4,4.27,PM-Kisan
Watermelon,80.0,15.8,49.9,6.1,59.2,25.2,83.1,7.45,Kisan Credit Card
Banana,100.0,74.3,48.0,6.1,97.4,28.4,77.9,5.2,Fasal Bima Yojana
Maize,98.8,47.0,19.1,6.4,79.8,20.7,65.0,1.33,PM-Kisan
Coconut,25.0,21.1,27.6,6.4,154.4,26.3,98.1,2.12,State Subsidy A
Blackgram,40.8,56.6,24.9,6.6,71.2,25.7,68.1,2.43,Paramparagat Krishi
Orange,24.7,15.4,7.3,6.3,108.9,32.2,94.4,0.74,PM-Kisan
Muskmelon,101.1,22.7,50.7,6.3,21.8,29.7,89.2,1.68,PM-Kisan
Coffee,87.1,21.5,25.2,7.3,167.4,27.5,58.5,1.36,Fasal Bima Yojana
Chickpea,46.3,64.4,77.7,6.3,84.5,17.6,19.8,1.59,PM-Kisan
Lentil,18.4,77.5,18.1,6.4,47.7,18.3,68.1,1.08,Paramparagat Krishi
Mango,26.8,36.8,26.3,5.0,94.9,29.9,52.5,3.05,PM-Kisan
Papaya,45.0,66.6,49.7,6.9,147.8,29.7,91.2,3.06,Kisan Credit Card
Apple,39.8,138.5,202.4,6.4,122.5,23.4,91.9,1.5,Soil Health Card
Papaya,52.9,47.0,53.1,6.7,174.2,39.8,91.8,1.96,PM-Kisan
Pomegranate,38.6,27.7,38.1,7.1,118.9,24.9,87.0,4.72,Fasal Bima Yojana
Grapes,36.0,121.7,203.7,6.0,72.3,38.3,78.3,2.11,PM-Kisan
Banana,89.9,90.7,50.5,5.9,103.0,26.1,76.8,1.67,PM-Kisan
Lentil,24.5,62.2,23.8,7.4,49.3,21.2,67.1,0.75,PM-Kisan
Coconut,22.3,24.3,29.0,6.2,148.6,25.5,99.7,3.67,Paramparagat Krishi
Mango,35.3,37.5,25.3,5.0,86.0,34.0,50.1,1.57,PM-Kisan
Chickpea,20.4,75.3,75.1,6.1,74.5,17.2,21.1,6.75,Fasal Bima Yojana
Jute,85.3,47.6,43.3,6.6,188.7,23.9,72.9,3.75,PM-Kisan
Pomegranate,21.6,27.9,38.8,6.2,105.1,24.0,85.8,4.17,Paramparagat Krishi
Mango,20.4,35.8,26.6,4.5,97.2,31.6,51.4,3.35,Fasal Bima Yojana
Pomegranate,34.0,27.7,35.9,6.1,112.5,20.3,92.4,2.01,PM-Kisan
Jute,77.6,36.7,35.9,6.7,175.7,25.3,70.8,6.55,Kisan Credit Card
Chickpea,47.0,69.1,75.9,7.3,74.2,21.6,23.5,1.76,Paramparagat Krishi
Maize,89.0,36.2,21.9,5.8,80.0,19.2,71.1,0.55,Fasal Bima Yojana
Mango,36.4,31.5,31.9,5.2,88.0,30.3,51.8,2.17,Paramparagat Krishi
Mango,35.6,20.8,30.2,6.5,98.2,34.0,46.0,3.8,Soil Health Card
Coconut,27.7,28.5,30.4,6.5,195.1,26.1,95.8,1.79,PM-Kisan
Papaya,47.1,45.2,50.3,6.8,211.5,37.5,92.8,2.1,PM-Kisan
Cotton,110.5,50.7,22.0,7.9,62.9,25.2,53.8,2.72,Fasal Bima Yojana
Maize,68.6,37.0,22.6,6.6,82.6,25.6,63.7,3.42,PM-Kisan
Mothbeans,31.5,46.2,22.8,5.1,66.1,30.1,45.7,0.92,Paramparagat Krishi
Chickpea,40.5,67.8,78.0,7.4,80.8,20.6,24.3,3.93,None
Mungbean,26.9,35.8,16.2,6.3,35.1,28.1,81.9,2.38,Kisan Credit Card
Maize,76.2,39.9,21.1,6.9,99.9,22.6,61.6,1.95,Soil Health Card
Blackgram,48.8,70.0,22.1,7.1,72.8,29.5,60.6,0.53,PM-Kisan
Papaya,56.1,47.9,46.7,6.8,131.5,36.5,94.1,1.54,PM-Kisan
Coconut,32.8,27.8,32.1,6.2,153.7,27.4,99.3,2.58,PM-Kisan
Mango,34.2,16.6,33.3,5.8,94.3,30.5,54.3,0.79,Paramparagat Krishi
Maize,88.4,58.7,17.7,6.4,80.4,23.4,61.4,0.64,Paramparagat Krishi
Grapes,18.1,132.1,203.7,5.9,69.9,20.4,80.3,2.29,Fasal Bima Yojana
Watermelon,93.1,18.4,50.7,6.4,54.1,25.4,86.1,1.82,PM-Kisan
Jute,76.0,36.0,35.2,6.9,167.4,25.6,89.6,1.79,PM-Kisan
Mothbeans,21.1,45.1,20.3,6.1,39.0,25.4,45.8,3.06,Paramparagat Krishi
Mungbean,18.5,42.9,21.3,6.4,57.0,27.3,84.1,1.95,Kisan Credit Card
Banana,116.9,85.7,47.6,6.0,99.0,26.8,79.8,0.31,Soil Health Card
Orange,34.1,27.0,13.5,7.3,108.4,18.5,92.5,1.67,Fasal Bima Yojana
Muskmelon,91.9,17.2,54.5,6.4,24.8,28.4,93.1,2.43,Kisan Credit Card
Muskmelon,95.9,18.8,52.5,6.6,28.7,30.0,91.4,1.31,PM-Kisan
Coffee,88.3,19.1,26.6,6.3,147.2,25.2,59.6,1.73,Fasal Bima Yojana
Apple,40.0,125.9,203.7,6.0,115.6,23.0,93.5,1.05,Fasal Bima Yojana
Mungbean,26.4,53.9,24.8,6.5,37.0,29.6,80.6,1.04,PM-Kisan
Pigeonpeas,31.0,71.6,18.3,5.3,106.5,24.7,40.8,1.38,Fasal Bima Yojana
Cotton,107.9,47.6,21.0,8.0,75.5,24.2,68.3,5.64,Fasal Bima Yojana
Coffee,90.8,29.9,31.9,7.4,194.8,27.1,66.4,3.5,PM-Kisan
Lentil,21.1,56.4,24.2,7.0,49.3,27.0,62.1,2.05,Fasal Bima Yojana
Papaya,52.4,68.3,54.7,6.6,141.0,38.2,91.9,3.72,PM-Kisan
Grapes,35.2,121.1,195.4,5.5,74.5,38.8,81.8,0.88,PM-Kisan
Maize,86.5,56.4,20.0,5.6,67.7,23.9,59.5,2.01,Fasal Bima Yojana
Apple,25.8,140.1,200.1,6.0,101.8,21.9,91.0,0.96,Kisan Credit Card
Banana,111.9,76.0,52.2,5.8,94.2,25.6,79.9,1.57,PM-Kisan
Kidneybeans,18.4,69.7,19.9,5.5,105.4,17.6,19.8,0.29,Kisan Credit Card
Pigeonpeas,29.7,67.6,18.4,5.1,108.2,26.3,50.2,1.81,Kisan Credit Card
Muskmelon,83.8,27.2,53.0,6.3,23.7,28.1,89.0,0.28,Fasal Bima Yojana
Maize,72.1,55.4,17.9,5.6,81.6,23.1,68.5,1.98,Soil Health Card
Rice,86.5,41.2,43.5,6.8,244.5,21.9,81.7,0.84,PM-Kisan
Pomegranate,32.6,25.9,43.6,6.5,105.4,19.1,90.7,3.63,Kisan Credit Card
Coffee,107.8,17.6,30.2,6.9,172.4,27.3,66.0,5.45,Kisan Credit Card
Maize,90.6,39.1,24.7,6.8,75.9,26.1,67.6,1.79,State Subsidy A
Mungbean,24.0,50.6,19.1,7.1,54.1,29.1,83.3,1.99,PM-Kisan
Papaya,41.4,48.5,53.3,6.7,165.1,26.6,90.4,2.49,Paramparagat Krishi
Orange,25.9,28.5,10.5,6.0,113.4,33.5,92.5,2.99,State Subsidy A
Jute,70.8,37.0,39.3,6.3,185.1,24.9,85.8,0.82,Kisan Credit Card
Chickpea,44.1,76.6,77.4,7.1,62.2,20.5,16.5,4.78,Paramparagat Krishi
Lentil,33.1,66.9,16.5,6.6,47.3,18.7,61.0,4.21,Fasal Bima Yojana
Blackgram,41.1,77.2,20.2,7.1,67.6,27.7,65.6,6.53,Soil Health Card
Cotton,103.7,48.9,21.1,8.0,89.3,24.1,67.8,3.82,Soil Health Card
Muskmelon,117.4,28.0,54.7,6.0,25.3,27.9,88.2,2.54,None
Coconut,22.9,23.2,25.9,5.9,216.8,27.1,99.5,2.6,Fasal Bima Yojana
Mungbean,36.2,42.7,20.4,6.7,48.3,29.7,82.6,1.36,Kisan Credit Card
Lentil,20.6,61.5,23.1,7.4,35.2,19.3,69.9,2.59,Soil Health Card
Mothbeans,25.6,51.0,15.1,6.6,67.1,27.0,43.8,5.92,Kisan Credit Card
Orange,23.2,17.7,12.2,7.4,106.9,27.3,91.0,2.58,PM-Kisan
Pomegranate,19.6,21.0,43.3,5.5,111.4,24.8,89.2,4.59,Paramparagat Krishi
Coconut,20.3,27.5,28.6,6.0,151.1,26.4,90.5,2.73,State Subsidy A
Coffee,107.5,27.5,34.9,7.4,153.8,27.9,67.4,6.46,Fasal Bima Yojana
Muskmelon,104.8,28.5,49.4,6.6,29.1,28.0,91.4,2.84,None
Kidneybeans,33.1,62.4,17.3,5.9,146.9,20.8,21.4,3.75,Paramparagat Krishi
Kidneybeans,35.4,74.1,18.0,5.7,107.6,23.3,24.5,4.7,Paramparagat Krishi
Coffee,82.8,16.4,28.1,7.4,168.5,26.6,69.5,4.12,Paramparagat Krishi
Muskmelon,102.0,22.3,47.0,6.3,24.4,29.0,90.2,4.63,PM-Kisan
Blackgram,57.5,62.8,22.0,6.6,66.9,28.7,60.4,1.79,PM-Kisan
Kidneybeans,16.1,61.7,17.2,6.0,97.5,17.4,29.7,3.72,PM-Kisan
Mungbean,26.1,57.3,20.4,6.6,54.0,27.2,83.3,1.1,Paramparagat Krishi
Cotton,123.0,60.0,21.8,6.1,68.3,22.4,59.7,1.95,Soil Health Card
Maize,68.4,40.6,21.2,6.4,105.1,18.5,72.1,0.79,Kisan Credit Card
Grapes,37.0,121.4,197.6,5.5,71.5,29.2,82.9,0.81,Fasal Bima Yojana
Jute,63.2,52.4,38.3,6.5,180.7,25.8,77.1,3.58,Fasal Bima Yojana
Coconut,31.2,16.9,27.6,5.6,179.9,26.9,95.6,2.06,Kisan Credit Card
Grapes,36.1,136.2,198.0,5.7,72.0,28.7,82.5,1.27,PM-Kisan
Chickpea,42.2,61.8,78.2,7.5,69.4,18.8,23.3,6.11,State Subsidy A
Pigeonpeas,23.6,73.2,18.0,5.9,134.8,18.9,47.9,1.65,Soil Health Card
Kidneybeans,29.3,66.2,17.8,5.6,140.8,19.3,25.6,3.84,Kisan Credit Card
Mango,38.9,20.7,27.1,5.7,85.9,30.9,45.5,3.7,Soil Health Card
Mungbean,33.8,59.9,18.1,6.4,37.4,29.6,80.6,5.78,PM-Kisan
Watermelon,119.6,27.4,54.5,6.4,46.6,24.3,85.4,1.45,Paramparagat Krishi
Coconut,17.6,25.7,33.6,6.5,135.6,27.4,94.4,1.25,Paramparagat Krishi
Lentil,39.3,74.5,19.8,6.9,48.4,27.7,62.9,2.52,Paramparagat Krishi
Papaya,43.7,66.2,49.8,6.9,244.9,26.7,91.0,2.75,Kisan Credit Card
Blackgram,56.1,71.0,21.2,6.8,72.6,26.5,61.3,2.97,Soil Health Card
Papaya,48.7,56.2,53.0,6.8,183.8,42.3,92.0,0.58,Kisan Credit Card
Papaya,47.5,64.3,51.9,7.0,192.3,37.1,92.0,4.4,Kisan Credit Card
Muskmelon,99.7,18.0,49.7,6.4,22.1,28.2,88.2,1.01,PM-Kisan
Papaya,49.6,55.5,52.0,6.6,201.0,38.2,94.0,0.95,Kisan Credit Card
Rice,62.1,46.3,36.4,7.0,280.8,20.4,83.4,1.16,Soil Health Card
Cotton,130.4,48.1,16.7,7.0,84.7,25.0,54.9,1.36,Soil Health Card
Pigeonpeas,26.6,78.1,17.5,5.7,104.6,22.3,47.1,1.42,PM-Kisan
Cotton,122.4,44.4,17.2,7.3,72.3,23.4,63.3,1.87,Kisan Credit Card
Grapes,30.0,134.2,202.9,5.9,72.2,27.1,82.9,1.81,PM-Kisan
Muskmelon,104.8,26.0,50.3,6.0,23.6,29.9,94.0,2.72,Kisan Credit Card
Apple,21.9,137.5,203.7,5.8,104.6,22.1,91.0,2.91,Kisan Credit Card
Pomegranate,15.4,15.8,40.9,7.1,105.8,19.4,87.6,3.35,Kisan Credit Card
Rice,81.8,37.4,44.3,6.6,245.8,26.7,87.7,1.07,State Subsidy A
Watermelon,114.9,20.4,47.7,6.0,58.3,24.3,88.7,0.17,Paramparagat Krishi
Apple,18.3,127.1,203.3,6.2,111.2,21.8,93.4,3.7,None
Pigeonpeas,22.1,77.4,19.7,6.5,100.6,21.5,47.7,3.01,Soil Health Card
Pigeonpeas,38.8,68.9,15.1,6.2,134.1,25.2,56.3,6.86,PM-Kisan
Chickpea,56.4,59.6,84.4,6.2,81.6,20.2,22.7,1.01,State Subsidy A
Watermelon,82.5,15.9,51.4,6.7,59.5,25.3,82.2,4.48,State Subsidy A
Rice,75.9,45.3,40.3,7.4,245.4,21.4,91.7,2.04,Kisan Credit Card
Coconut,31.3,29.9,25.3,5.5,194.3,26.9,96.4,2.08,State Subsidy A
Coffee,104.3,29.2,28.5,6.3,121.8,24.5,67.1,3.55,Paramparagat Krishi
Kidneybeans,27.7,78.1,20.9,5.8,127.9,22.0,28.8,5.33,Soil Health Card
Grapes,28.9,140.7,204.4,6.3,72.8,11.4,82.6,2.13,State Subsidy A
Papaya,34.0,55.9,51.2,6.9,184.3,24.8,94.6,3.71,Fasal Bima Yojana
Coconut,22.1,20.0,26.6,6.3,198.8,25.4,90.5,2.18,Kisan Credit Card
Papaya,45.7,63.2,51.2,6.8,181.5,38.9,94.3,4.54,Kisan Credit Card
Cotton,115.5,36.7,17.6,7.6,63.4,25.6,67.1,1.6,State Subsidy A
Kidneybeans,23.2,65.7,15.6,5.7,106.9,18.7,20.1,6.96,Paramparagat Krishi
Mungbean,23.0,59.3,18.0,6.3,54.1,28.3,81.7,3.72,PM-Kisan
Kidneybeans,33.2,72.6,22.9,5.6,129.1,22.8,27.4,4.37,State Subsidy A
Grapes,31.3,125.5,204.3,6.0,65.3,21.0,82.9,1.02,State Subsidy A
Watermelon,108.3,19.6,54.1,6.9,48.5,24.8,80.4,3.24,Kisan Credit Card
Chickpea,26.8,78.3,81.0,6.0,82.6,19.2,22.2,1.74,Paramparagat Krishi
Maize,74.5,44.5,21.2,6.0,68.3,19.4,68.6,2.99,Fasal Bima Yojana
Pomegranate,25.4,25.5,39.7,7.1,105.7,23.6,89.3,2.61,None
Maize,98.9,37.1,19.0,6.9,101.9,23.9,66.4,2.85,Soil Health Card
Mungbean,31.5,50.6,18.0,6.3,43.7,27.1,89.6,1.18,Kisan Credit Card
Coffee,105.5,24.0,34.1,7.4,122.1,26.7,54.9,6.68,Fasal Bima Yojana
Jute,77.9,47.7,37.7,6.5,161.5,24.1,77.2,2.6,Fasal Bima Yojana
Cotton,126.2,50.3,16.2,7.3,67.3,25.1,62.5,3.92,Fasal Bima Yojana
Watermelon,85.8,21.6,49.2,6.0,42.1,26.3,81.4,0.66,Soil Health Card
Mango,22.4,17.8,34.6,6.4,99.8,33.7,49.5,3.61,State Subsidy A
Coffee,88.4,15.8,25.5,6.4,164.4,25.9,55.1,0.95,PM-Kisan
Jute,83.9,42.3,39.5,7.3,193.2,25.7,80.3,1.92,PM-Kisan
Coconut,30.7,23.9,26.8,5.7,142.3,27.8,92.0,6.33,State Subsidy A
Pigeonpeas,22.5,79.3,19.1,5.3,113.4,19.5,41.3,1.9,State Subsidy A
Mungbean,36.5,49.1,18.7,6.9,38.0,29.3,82.4,1.83,Fasal Bima Yojana
Kidneybeans,35.2,57.0,17.7,5.8,97.8,22.3,20.4,4.44,PM-Kisan
Mungbean,36.6,46.2,24.4,6.6,46.0,29.9,88.0,4.05,None
Coconut,23.6,22.1,30.5,5.5,220.1,25.7,96.2,0.45,PM-Kisan
Coffee,101.1,15.5,29.5,6.3,193.7,26.8,62.7,3.74,Fasal Bima Yojana
Coffee,89.7,26.9,26.6,6.5,114.3,23.1,52.4,3.28,State Subsidy A
Cotton,134.3,35.4,20.6,6.8,82.4,24.7,66.4,2.26,Kisan Credit Card
Banana,97.9,83.6,50.1,6.2,115.3,27.1,78.3,2.8,Fasal Bima Yojana
Grapes,18.2,135.6,203.0,5.6,68.2,17.6,81.1,0.73,Paramparagat Krishi
Mango,25.2,16.5,27.3,5.1,99.1,32.9,50.7,5.51,Kisan Credit Card
Coconut,24.9,24.0,34.0,6.1,218.9,27.1,99.5,1.34,Kisan Credit Card
Apple,21.1,129.8,196.1,5.7,105.4,23.5,94.5,0.23,State Subsidy A
Mothbeans,35.6,38.5,23.7,8.4,66.6,28.0,50.9,3.06,State Subsidy A
Lentil,21.5,76.1,19.0,6.9,51.8,21.5,64.9,2.72,PM-Kisan
Rice,75.0,37.3,44.7,6.8,252.0,25.5,87.3,4.67,Paramparagat Krishi
Mungbean,37.1,37.1,20.1,6.6,51.6,27.7,86.3,3.8,None
Mango,26.0,18.5,25.1,4.6,85.6,28.5,47.6,1.81,State Subsidy A
Pomegranate,34.1,27.4,42.0,6.3,110.0,18.5,88.8,3.61,None
Jute,82.4,42.2,41.7,7.0,152.9,25.4,78.6,0.64,Kisan Credit Card
Lentil,21.2,70.2,16.4,6.1,45.4,26.5,64.5,0.75,PM-Kisan
Blackgram,41.1,56.5,19.0,7.0,64.3,25.7,62.6,1.68,Soil Health Card
Papaya,41.7,64.4,51.5,6.6,235.7,40.9,90.8,1.38,PM-Kisan
Kidneybeans,36.1,64.2,22.5,5.5,101.7,23.7,28.0,1.0,Kisan Credit Card
Banana,97.5,89.3,54.3,6.3,113.8,27.3,82.3,1.28,PM-Kisan
Chickpea,34.3,78.2,78.2,7.7,64.1,17.3,24.9,1.99,PM-Kisan
Rice,71.3,51.6,40.1,7.2,188.5,24.4,93.1,1.58,Soil Health Card
Cotton,136.5,58.0,21.2,8.0,78.4,22.2,58.3,1.4,State Subsidy A
Lentil,24.4,59.3,18.3,6.5,52.0,25.7,65.5,5.1,Fasal Bima Yojana
Muskmelon,106.3,22.0,50.8,6.3,26.7,29.9,92.0,2.42,None
Watermelon,102.9,22.9,48.0,6.5,42.9,25.9,80.5,3.08,State Subsidy A
Grapes,38.1,135.5,197.5,6.2,74.8,17.6,79.0,2.29,Soil Health Card
Cotton,137.5,36.8,23.3,6.8,80.9,24.4,57.1,4.44,Kisan Credit Card
Watermelon,115.2,22.3,47.1,6.3,58.6,25.3,87.6,4.27,Fasal Bima Yojana
Mothbeans,16.8,54.7,21.9,8.0,48.3,26.5,59.2,3.47,None
Grapes,37.9,134.7,195.6,5.5,75.0,19.8,82.8,1.94,PM-Kisan
Lentil,15.4,73.3,18.1,6.9,41.7,25.3,67.4,0.99,PM-Kisan
Coffee,102.3,23.4,30.1,7.0,179.5,23.5,65.7,4.74,Fasal Bima Yojana
Rice,79.3,51.0,43.3,7.2,199.9,25.2,83.8,3.02,Paramparagat Krishi
Pigeonpeas,15.5,62.4,16.3,5.4,98.9,23.6,56.1,1.99,Soil Health Card
Grapes,22.1,131.1,199.4,6.4,72.4,8.9,80.4,3.69,Soil Health Card
Jute,76.0,41.9,35.9,6.5,194.7,25.1,85.7,3.53,Fasal Bima Yojana
Muskmelon,117.5,26.5,53.9,6.8,20.1,28.8,93.6,3.25,State Subsidy A
Grapes,38.7,131.2,195.5,5.7,70.6,24.3,79.0,2.94,Kisan Credit Card
Pomegranate,30.8,28.2,37.3,7.0,118.8,23.7,85.7,5.78,State Subsidy A
Pigeonpeas,24.1,73.9,17.0,5.8,94.5,28.3,52.7,1.72,Kisan Credit Card
Chickpea,23.0,79.2,82.2,7.6,79.5,21.8,16.9,4.3,Fasal Bima Yojana
Coffee,99.3,17.9,29.9,6.5,119.9,25.9,60.2,2.31,Fasal Bima Yojana
Mothbeans,36.9,44.6,23.4,6.5,34.0,26.3,63.0,1.6,PM-Kisan
Chickpea,36.7,67.8,75.6,6.7,75.9,19.2,18.7,0.63,PM-Kisan
